Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Investor Count,Valuation to Funding Ratio
Flock Freight,$1B,10/20/2021,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,$399M,"SignalFire, GLP Capital Partners, Google Ventures",9,2.51
InSightec,$1B,3/6/2020,Health,Tirat Carmel,Israel,Asia,1999,$633M,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",11,1.58
Island,$1B,3/23/2022,Internet software & services,Dallas,United States,North America,2020,$215M,"Insight Partners, Sequoia Capital, Stripes Group",#N/A,4.65
iTrustCapital,$1B,1/11/2022,Fintech,Long Beach,United States,North America,2018,$128M,"Left Lane Capital, Walden Venture Capital",2,7.81
Konfio,$1B,9/29/2021,Fintech,Mexico City,Mexico,North America,2013,$378M,"Kaszek Ventures, QED Investors, International Finance Corporation",16,2.65
LinkTree,$1B,3/16/2022,Internet software & services,Melbourne,Australia,Oceania,2016,$166M,"AirTree Ventures, Insight Partners, Index Ventures",#N/A,6.02
Loadsmart,$1B,2/1/2022,"Supply chain, logistics, & delivery",New York,United States,North America,2014,$336M,"Chromo Invest, Maersk Growth, BlackRock",10,2.98
Lukka,$1B,1/14/2022,Fintech,New York,United States,North America,2014,$201M,"Liberty City Ventures, Soros Fund Management, Summer Capital",13,4.98
Manner,$1B,12/24/2020,Other,Shanghai,China,Asia,2015,$10M,"Coatue Management, H Capital, Capital Today",6,100.00
The Brandtech Group,$1B,11/19/2019,Other,New York,United States,North America,2015,$610M,Undisclosed,#N/A,1.64
TravelPerk,$1B,1/12/2022,Travel,Barcelona,Spain,Europe,2015,$408M,"LocalGlobe, Kinnevik, Felix Capital",15,2.45
YugaByte,$1B,10/28/2021,Data management & analytics,Sunnyvale,United States,North America,2016,$291M,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",10,3.44
Intercom,$1B,3/27/2018,Internet software & services,San Francisco,United States,North America,2011,$241M,"FirstMark Capital, Tiger Global Management",20,4.15
OVO Energy,$1B,2/14/2019,Other,Bristol,United Kingdom,Europe,2009,$324M,"Mitsubishi Corporation, Mayfair Equity Partners",2,3.09
BigID,$1B,12/16/2020,Cybersecurity,New York,United States,North America,2015,$246M,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",19,4.07
CaptivateIQ,$1B,1/26/2022,Fintech,San Francisco,United States,North America,2014,$165M,"Sequoia Capital, Y Combinator, Accel",8,6.06
Flipdish,$1B,1/13/2022,Internet software & services,Dublin,Ireland,Europe,2015,$157M,"Tencent Holdings, Tiger Global Management, Global Founders Capital",6,6.37
Honor Technology,$1B,10/5/2021,Internet software & services,San Francisco,United States,North America,2014,$325M,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",53,3.08
Incode Technologies,$1B,12/7/2021,Cybersecurity,San Francisco,United States,North America,2015,$257M,"Dila Capital, Framework Ventures, 3L",12,3.89
Kuaikan Manhua,$1B,12/1/2017,Internet software & services,Beijing,China,Asia,2014,$594M,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",14,1.68
Marshmallow,$1B,9/8/2021,Fintech,London,United Kingdom,Europe,2017,$116M,"Passion Capital, Hedosophia, Outrun Ventures",6,8.62
Mythical Games,$1B,11/4/2021,Internet software & services,Sherman Oaks,United States,North America,2018,$260M,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",31,3.85
Route,$1B,1/21/2022,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,$482M,"Madrona Venture Group, Banner Ventures, FJ Labs",11,2.07
Tackle.io,$1B,12/21/2021,Internet software & services,Boise,United States,North America,2016,$148M,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",4,6.76
Nexii,$1B,9/8/2021,Other,Vancouver,Canada,North America,2020,$45M,"Trane Technologies, Honeywell",4,22.22
GalaxySpace,$1B,11/17/2020,Mobile & telecommunications,Beijing,China,Asia,2016,$14M,"Shunwei Capital Partners, 5Y Capital, Legend Capital",12,71.43
Insider,$1B,2/28/2022,Internet software & services,Istanbul,Turkey,Europe,2012,$167M,"Wamda Capital, Endeavor, Riverwood Capital",9,5.99
Spiber,$1B,9/8/2021,Other,Tsuruoka,Japan,Asia,2007,$520M,"Cool Japan Fund, JAFCO, The Carlyle Group",22,1.92
Ada Support,$1B,5/7/2021,Artificial intelligence,Toronto,Canada,North America,2016,$191M,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",11,5.24
AgentSync,$1B,12/7/2021,Fintech,Denver,United States,North America,2018,$111M,"Craft Ventures, Caffeinated Capital, Operator Collective",12,9.01
Alation,$1B,6/3/2021,Internet software & services,Redwood City,United States,North America,2012,$192M,"Costanoa Ventures, Data Collective, Salesforce Ventures",16,5.21
BigPanda,$1B,1/12/2022,Artificial intelligence,Mountain View,United States,North America,2012,$317M,"Advent International, Battery Ventures, Sequoia Capital Israel",11,3.15
CarDekho,$1B,10/13/2021,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,$448M,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",22,2.23
Copado,$1B,9/13/2021,Data management & analytics,Chicago,United States,North America,2013,$271M,"Insight Partners, Salesforce Ventures, Perpetual Investors",10,3.69
DailyPay,$1B,5/18/2021,Fintech,New York,United States,North America,2016,$189M,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",8,5.29
FloQast,$1B,7/21/2021,Fintech,Los Angeles,United States,North America,2013,$230M,"Polaris Partners, Insight Partners, Norwest Venture Partners",11,4.35
Gem,$1B,9/28/2021,Internet software & services,San Francisco,United States,North America,2017,$148M,"Accel, Greylock Partners, Meritech Capital Partners",5,6.76
GrubMarket,$1B,9/14/2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,$382M,"GGV Capital, BlackRock, ACE & Company",55,2.62
Helium Systems,$1B,2/22/2022,Internet software & services,San Francisco,United States,North America,2013,$365M,"FirstMark Capital, Tiger Global Management, FTX Venture",16,2.74
Inari,$1B,5/12/2021,Other,Cambridge,United States,North America,2016,$337M,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",10,2.97
Jokr,$1B,12/2/2021,E-commerce & direct-to-consumer,New York,United States,North America,2021,$430M,"GGV Capital, Tiger Global Management, Greycroft",15,2.33
LivSpace,$1B,2/8/2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$427M,"Jungle Ventures, Helion Venture Partners, INGKA Investments",21,2.34
Merama,$1B,12/9/2021,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,$345M,"SoftBank Latin America Fund, Advent International, Balderton Capital",12,2.90
MindTickle,$1B,8/3/2021,Internet software & services,San Francisco,United States,North America,2012,$281M,"Qualcomm Ventures, Accel, Canaan Partners",9,3.56
MyGlamm,$1B,11/10/2021,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,$310M,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",18,3.23
Oda,$1B,6/2/2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,$337M,"Kinnevik, Softbank Group, Prosus Ventures",10,2.97
Offchain Labs,$1B,8/31/2021,Internet software & services,Princeton,United States,North America,2018,$124M,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",12,8.06
Phantom,$1B,1/31/2022,Fintech,San Francisco,United States,North America,2021,$118M,"Paradigm, Andreessen Horowitz, Jump Capital",9,8.47
Pilot.com,$1B,3/26/2021,Fintech,San Francisco,United States,North America,2016,$161M,"Index Ventures, Sequoia Capital, Bezos Expeditions",1,6.21
Prime Medicine,$1B,7/13/2021,Health,Cambridge,United States,North America,2019,$315M,"Newpath Partners, Google Ventures, F-Prime Capital",11,3.17
Public,$1B,2/17/2021,Fintech,New York,United States,North America,2008,$309M,"Accel, Greycroft, Advancit Capital",15,3.24
Qumulo,$1B,7/16/2020,Data management & analytics,Seattle,United States,North America,2012,$347M,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",12,2.88
Rohlik,$1B,7/1/2021,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,$380M,"Partech Partners, Index Ventures, Quadrille Capital",10,2.63
SeekOut,$1B,1/12/2022,Internet software & services,Bellevue,United States,North America,2017,$189M,"Mayfield, Madrona Venture Group, Tiger Global Management",4,5.29
SmartMore,$1B,6/24/2021,Artificial Intelligence,Shenzhen,China,Asia,2019,$300M,"IDG Capital, ZhenFund, Sequoia Capital China",10,3.33
Tealium,$1B,2/3/2021,Internet software & services,San Diego,United States,North America,2008,$264M,"Georgian Partners, Silver Lake, Presidio Ventures",15,3.79
UpGrad,$1B,8/9/2021,Edtech,Mumbai,India,Asia,2015,$194M,"Qualcomm Ventures, Accel, Canaan Partners",5,5.15
Workhuman,$1B,6/23/2020,Internet software & services,Dublin,Ireland,Europe,1999,$9M,ICG,3,111.11
Xpressbees,$1B,2/9/2022,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,$573M,"Norwest Venture Partners, Investcorp, Blackstone",13,1.75
L&P Cosmetic,$1B,1/1/2016,Consumer & retail,Seoul,South Korea,Asia,2009,$33M,CDIB Capital,4,30.30
Mininglamp Technology,$1B,3/27/2019,Artificial intelligence,Beijing,China,Asia,2014,$787M,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",19,1.27
Luoji Siwei,$1B,7/20/2017,Edtech,Beijing,China,Asia,2012,$144M,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",8,6.94
IRL,$1B,6/15/2021,Internet software & services,San Francisco,United States,North America,2017,$197M,"Goodwater Capital, Floodgate, Founders Fund",12,5.08
Modern Health,$1B,2/11/2021,Health,San Francisco,United States,North America,2017,$167M,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund",16,5.99
Tuhu,$1B,9/15/2018,Auto & transportation,Shanghai,China,Asia,2011,$875M,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",19,1.14
CloudBees,$1B,12/9/2021,Data management & analytics,San Jose,United States,North America,2010,$236M,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures",11,4.24
Elemy,$1B,10/6/2021,Health,San Francisco,United States,North America,2019,$323M,"General Catalyst, Bling Capital, Felicis Ventures",1,3.10
Guideline,$1B,6/16/2021,Fintech,San Mateo,United States,North America,2015,$339M,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",14,2.95
Happy Money,$1B,2/8/2022,Fintech,Tustin,United States,North America,2009,$192M,"FirstMark Capital, Anthemis, CMFG Ventures",13,5.21
Rebellion Defense,$1B,9/16/2021,Artificial intelligence,Washington DC,United States,North America,2019,$150M,"Venrock, Innovation Endeavors, Insights Partners",8,6.67
STORD,$1B,9/13/2021,"Supply chain, logistics, & delivery",Atlanta,United States,North America,2015,$205M,"Dynamo VC, Susa Ventures, Founders Fund",20,4.88
At-Bay,$1B,7/27/2021,Fintech,Mountain View,United States,North America,2016,$292M,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures",11,3.42
TELD,$1B,12/16/2019,Fintech,Qingdao,China,Asia,2014,$396M,"China Reform Fund, Gaopeng Capital, Jinhui Xingye",9,2.53
Acko General Insurance,$1B,10/28/2021,Fintech,Bengaluru,India,Asia,2016,$458M,"Intact Ventures, Munich Re Ventures, General Atlantic",22,2.18
apna,$1B,9/15/2021,Internet software & services,Bengaluru,India,Asia,2019,$193M,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners",9,5.18
Beyond Identity,$1B,2/22/2022,Cybersecurity,New York,United States,North America,2019,$205M,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners",7,4.88
Carousell,$1B,9/15/2021,E-commerce & direct-to-consumer,,Singapore,Asia,2012,$288M,"500 Global, Rakuten Ventures, Golden Gate Ventures",16,3.47
Chief,$1B,3/31/2022,Other,New York,United States,North America,2019,$140M,"General Catalyst, Inspired Capital, Flybridge Capital Partners",#N/A,7.14
CoinDCX,$1B,8/10/2021,Fintech,Maharashtra,India,Asia,2017,$109M,"Polychain Capital, Coinbase Ventures, Jump Capital",17,9.17
Daily Harvest,$1B,11/16/2021,E-commerce & direct-to-consumer,New York,United States,North America,2014,$120M,"M13, Lightspeed Venture Partners, Lone Pine Capital",15,8.33
Enpal,$1B,10/18/2021,Internet software & services,Berlin,Germany,Europe,2017,$304M,"HV Capital, Softbank Group, BlackRock",19,3.29
eSentire,$1B,2/22/2022,Cybersecurity,Waterloo,Canada,North America,2001,$186M,"Edison Partners, Georgian Partners, VentureLink",12,5.38
Firefly Aerospace,$1B,5/4/2021,Other,Cedar Park,United States,North America,2014,$172M,"XBTO Ventures, Raven One Ventures, SK Ventures",12,5.81
Fundbox,$1B,11/30/2021,Fintech,San Francisco,United States,North America,2013,$404M,"Khosla Ventures, General Catalyst, Blumberg Capital",34,2.48
G2,$1B,6/22/2021,Internet software & services,Chicago,United States,North America,2012,$258M,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners",20,3.88
Gaussian Robotics,$1B,11/10/2021,Hardware,Shanghai,China,Asia,2013,$325M,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping",17,3.08
GetYourGuide,$1B,5/16/2019,Travel,Berlin,Germany,Europe,2009,$656M,"Spark Capital, Highland Europe, Sunstone Capital",22,1.52
GlobalBees,$1B,12/28/2021,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,$185M,"Chiratae Ventures, SoftBank Group, Trifecta Capital",8,5.41
Ivalua,$1B,5/21/2019,Fintech,Redwood City,United States,North America,2000,$134M,"Ardian, Tiger Global Management, KKR",4,7.46
Juanpi,$1B,4/14/2016,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,$136M,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital",7,7.35
Karat,$1B,10/13/2021,Internet software & services,Seattle,United States,North America,2014,$169M,"8VC, Norwest Venture Partners, Tiger Global Management",8,5.92
LEAD School,$1B,1/13/2022,Edtech,Andheri,India,Asia,2012,$166M,"WestBridge Capital, GSV Ventures, Elevar Equity",6,6.02
Nexthink,$1B,2/8/2021,Data management & analytics,Prilly,Switzerland,Europe,2004,$346M,"Auriga, Galeo Ventures, Highland Europe",13,2.89
People.ai,$1B,8/11/2021,Internet software & services,San Francisco,United States,North America,2017,$200M,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",18,5.00
Pharmapacks,$1B,11/12/2020,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,$433M,The Carlyle Group,10,2.31
Rightway,$1B,3/30/2021,Health,New York,United States,North America,2017,$130M,"Thrive Capital, Khosla Ventures, Tiger Global Management",4,7.69
Sennder,$1B,1/14/2021,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,$340M,"Accelm Scania Growth Capital, Lakestar",14,2.94
Sisense,$1B,1/9/2020,Data management & analytics,New York,United States,North America,2004,$274M,"Opus Capital, Genesis Partners, Battery Ventures",10,3.65
Staffbase,$1B,3/15/2022,Internet software & services,Chemnitz,Germany,Europe,2014,$307M,"Insight Partners, e.ventures, General Atlantic",#N/A,3.26
Sunbit,$1B,5/20/2021,Fintech,Los Angeles,United States,North America,2016,$210M,"Zeev Ventures, Group11, Chicago Ventures",8,4.76
TangoMe,$1B,3/20/2014,Mobile & telecommunications,Mountain View,United States,North America,2009,$361M,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",15,2.77
The Bank of London,$1B,11/30/2021,Fintech,London,United Kingdom,Europe,2018,$90M,"Mangrove Capital Partners,14W, ForgeLight",3,11.11
Zego,$1B,3/9/2021,Fintech,London,United Kingdom,Europe,2016,$202M,"LocalGlobe, Balderton Capital, Target Global",9,4.95
Nxin,$1B,9/18/2018,Internet software & services,Beijing,China,Asia,2015,$53M,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",5,18.87
Mamaearth,$1B,12/28/2021,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,$111M,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",11,9.01
Radius Payment Solutions,$1B,11/27/2017,Fintech,Crewe,United Kingdom,Europe,1990,$200M,Inflexion Private Equity,1,5.00
Rivigo,$1B,7/11/2019,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,$247M,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors",7,4.05
Rubicon,$1B,8/25/2017,Other,Atlanta,United States,North America,2008,$223M,"Goldman Sachs, Leonardo DiCaprio, Promecap",17,4.48
Socar,$1B,10/16/2020,Auto & transportation,Jeju-do,South Korea,Asia,2012,$408M,"Bain Capital, Altos Ventures, Songhyun Investment",9,2.45
MobileCoin,$1B,7/7/2021,Fintech,San Francisco,United States,North America,2018,$107M,"General Catalyst, Future Ventures, AU21",12,9.35
Density,$1B,11/10/2021,Hardware,San Francisco,United States,North America,2014,$217M,"Founders Fund, Upfront Ventures, 01 Advisors",22,4.61
Instabase,$1B,10/21/2019,Data management & analytics,San Francisco,United States,North America,2015,$132M,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",9,7.58
Jiuxian,$1B,7/30/2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$250M,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",8,4.00
Matrixport,$1B,6/1/2021,Fintech,,Singapore,Asia,2019,$100M,"Dragonfly Captial, Qiming Venture Partners, DST Global",22,10.00
Mixpanel,$1B,11/15/2021,Internet software & services,San Francisco,United States,North America,2009,$277M,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",10,3.61
Sendbird,$1B,4/6/2021,Mobile & telecommunications,San Mateo,United States,North America,2013,$221M,"FundersClub, Y Combinator, Tiger Global Management",16,4.52
OrCam Technologies,$1B,2/20/2018,Artificial intelligence,Jerusalem,Israel,Asia,2010,$86M,"Intel Capital, Aviv Venture Capital",5,11.63
Leap Motor,$1B,11/20/2018,Auto & transportation,Hangzhou,China,Asia,2015,$1B,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",20,1.00
1KMXC,$1B,8/30/2021,Hardware,Hangzhou,China,Asia,2014,$86M,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",8,11.63
58 Daojia,$1B,10/12/2015,Internet software & services,Beijing,China,Asia,2014,$300M,"KKR, Alibaba Group, Ping An Insurance",3,3.33
Agile Robots,$1B,9/9/2021,Hardware,Munich,Germany,Europe,2018,$240M,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",14,4.17
Aibee,$1B,4/13/2021,Artificial intelligence,Beijing,China,Asia,2017,$273M,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",22,3.66
Aircall,$1B,6/23/2021,Internet software & services,New York,United States,North America,2014,$226M,"Balderton Capital, Next World Capital, Draper Esprit",15,4.42
Ajaib,$1B,10/4/2021,Fintech,Jakarta,Indonesia,Asia,2018,$245M,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",12,4.08
Alto Pharmacy,$1B,1/30/2020,Health,San Francisco,United States,North America,2015,$524M,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",11,1.91
Amagi,$1B,3/16/2022,Internet software & services,Bengaluru,India,Asia,2008,$240M,"Mayfield, Accel, Norwest Venture Partners",#N/A,4.17
Amount,$1B,5/17/2021,Fintech,Chicago,United States,North America,2019,$243M,"Invus Group, Hanaco Venture Capital, WestCap Group",9,4.12
Amperity,$1B,7/13/2021,Artificial intelligence,Seattle,United States,North America,2016,$187M,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",15,5.35
Anyscale,$1B,12/7/2021,Artificial Intelligence,Berkeley,United States,North America,2019,$160M,"Andreessen Horowitz, Intel Capital, Foundation Capital",10,6.25
Aptos,$1B,3/15/2022,Internet software & services,Palo Alto,United States,North America,2021,$200M,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",#N/A,5.00
Aqua Security,$1B,3/10/2021,Cybersecurity,Ramat Gan,Israel,Asia,2015,$265M,"TLV Partners, Lightspeed Venture Partners, M12",9,3.77
Assembly,$1B,9/21/2021,Internet software & services,Culver City,United States,North America,2019,Unknown,"Advent International, PSG, Providence Equity Partners",3,0.00
Assent,$1B,1/6/2022,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,$534M,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",#N/A,1.87
Augury,$1B,10/26/2021,Artificial intelligence,New York,United States,North America,2011,$294M,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",13,3.40
Axelar,$1B,2/15/2022,Internet software & services,Waterloo,Canada,North America,2020,$64M,"Lemniscap VC, North Island Ventures, Polychain Capital",26,15.63
Axiom Space,$1B,2/16/2021,Other,Houston,United States,North America,2016,$150M,"C5 Capital, Hemisphere Ventures, The Venture Collective",12,6.67
Banma Network Technologies,$1B,9/13/2018,Auto & transportation,Shanghai,China,Asia,2015,$697M,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",5,1.43
BeiBei,$1B,1/22/2015,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,$224M,"Banyan Capital, New Horizon Capital, IDG Capital Partners",6,4.46
BenevolentAI,$1B,6/2/2015,Artificial intelligence,London,United Kingdom,Europe,2013,$292M,Woodford Investment Management,7,3.42
Berlin Brands Group,$1B,9/1/2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,$800M,"Ardian, Bain Capital",2,1.25
Betterfly,$1B,2/1/2022,Artificial intelligence,Santiago,Chile,South America,2018,$205M,"QED Investors, DST Global, Endeavor",13,4.88
BitFury,$1B,11/6/2018,Hardware,Amsterdam,Netherlands,Europe,2011,$170M,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",22,5.88
BlackBuck,$1B,7/22/2021,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,$352M,"Accel, Sands Capital, International Finance Corporation",20,2.84
Bluecore,$1B,8/5/2021,Artificial intelligence,New York,United States,North America,2013,$238M,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",8,4.20
BlueVoyant,$1B,2/23/2022,Cybersecurity,New York,United States,North America,2017,$526M,"8VC, Liberty Strategic Capital, Eden Global Partners",6,1.90
bolttech,$1B,7/1/2021,Fintech,,Singapore,Asia,2018,$210M,"Mundi Ventures, Doqling Capital Partners, Activant Capital",17,4.76
Boom Supersonic,$1B,12/16/2020,Other,Englewood,United States,North America,2014,$241M,"WRVI Capital, Caffeinated Capital, Y Combinator",22,4.15
Bringg,$1B,6/16/2021,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,$185M,"Salesforce Ventures, next47, Pereg Ventures",14,5.41
C2FO,$1B,8/7/2019,Fintech,Leawood,United States,North America,2008,$538M,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",14,1.86
Cadence,$1B,12/14/2021,Health,New York,United States,North America,2020,$141M,"Thrive Capital, General Catalyst, Coatue Management",8,7.09
CAIS,$1B,1/11/2022,Fintech,New York,United States,North America,2009,$406M,"Franklin Templeton, Motive Partners, Apollo Global Management",7,2.46
Cameo,$1B,3/30/2021,Internet software & services,Chicago,United States,North America,2016,$165M,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",20,6.06
Capsule,$1B,4/28/2021,Health,New York,United States,North America,2016,$570M,"Thrive Capital, Durable Capital Partners, G Squared",11,1.75
CargoX,$1B,10/21/2021,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,$390M,"Valor Capital Group, Lightrock, Softbank Group",18,2.56
Carro,$1B,6/14/2021,E-commerce & direct-to-consumer,,Singapore,Asia,2015,$595M,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",31,1.68
Carson Group,$1B,7/14/2021,Fintech,Lincoln,United States,North America,2012,Unknown,Bain Capital,9,0.00
CHEQ,$1B,2/22/2022,Cybersecurity,New York,United States,North America,2014,$182M,"Battery Ventures, Tiger Global Management, Hanaco Ventures",6,5.49
Chronosphere,$1B,10/7/2021,Data management & analytics,New York,United States,North America,2019,$254M,"Greylock Partners, Lux Capital, General Atlantic",6,3.94
Cider,$1B,9/2/2021,E-commerce & direct-to-consumer,,Hong Kong,Asia,2020,$140M,"Andreessen Horowitz, DST Global, IDG Capital",8,7.14
Clara,$1B,12/6/2021,Fintech,Mexico City,Mexico,North America,2020,$109M,"DST Global, General Catalyst, Monashees+",14,9.17
Clearcover,$1B,4/13/2021,Fintech,Chicago,United States,North America,2016,$305M,"American Family Ventures, Cox Enterprises, OMERS Ventures",10,3.28
CommerceIQ,$1B,3/21/2022,Artificial Intelligence,Palo Alto,United States,North America,2012,$196M,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",#N/A,5.10
Contrast Security,$1B,11/9/2021,Cybersecurity,Los Altos,United States,North America,2014,$269M,"Acero Capital, General Catalyst, M12",11,3.72
Darwinbox,$1B,1/25/2022,Internet software & services,Hyderabad,India,Asia,2015,$107M,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",10,9.35
Dental Monitoring,$1B,10/21/2021,Health,Paris,France,Europe,2014,$232M,"Vitruvian Partners, Merieux Equity Partners, Straumann",3,4.31
DianRong,$1B,8/2/2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$549M,"Standard Chartered, FinSight Ventures, Affirma Capital",16,1.82
Drata,$1B,11/8/2021,Cybersecurity,San Diego,United States,North America,2020,$128M,"Cowboy Ventures, Leaders Fund, GGV Capital",9,7.81
DriveNets,$1B,1/27/2021,Internet software & services,Ra'anana,Israel,Asia,2015,$325M,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",10,3.08
Dune Analytics,$1B,2/2/2022,Data management & analytics,Oslo,Norway,Europe,2018,$79M,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",12,12.66
Dxy.cn,$1B,4/10/2018,Health,Hangzhou,China,Asia,2000,$682M,"Tencent Holdings, DCM Ventures",5,1.47
EBANX,$1B,10/16/2019,Fintech,Curitiba,Brazil,South America,2012,$460M,"FTV Capital, Endeavor",3,2.17
EcoFlow,$1B,6/10/2021,Hardware,Shenzhen,China,Asia,2017,$105M,"Delian Capital, China International Capital Corporation, Sequoia Capital China",13,9.52
Electric,$1B,3/29/2022,Cybersecurity,New York,United States,North America,2016,$209M,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",#N/A,4.78
Emerging Markets Property Group,$1B,4/28/2020,Other,Dubai,United Arab Emirates,Asia,2015,$279M,"OLX Group, KCK Group, EXOR Seeds",3,3.58
Esusu,$1B,1/27/2022,Fintech,New York,United States,North America,2015,$145M,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",25,6.90
Evidation,$1B,3/22/2021,Health,San Mateo,United States,North America,2012,$259M,"B Capital Group,, GE Ventures, McKesson Ventures",15,3.86
Expel,$1B,11/18/2021,Cybersecurity,Herndon,United States,North America,2016,$258M,"Paladin Capital Group, Greycroft, Scale Venture Partners",11,3.88
Fabric,$1B,10/26/2021,"Supply chain, logistics, & delivery",New York,United States,North America,2015,$294M,"Innovation Endeavors, Aleph, Temasek",11,3.40
Feedzai,$1B,3/24/2021,Artificial intelligence,San Mateo,United States,North America,2009,$277M,"Global Founders Capital, Shea Ventures, Greycroft",10,3.61
Fever Labs,$1B,1/26/2022,Internet software & services,New York,United States,North America,2012,$299M,"Accel, 14W, GS Growth",26,3.34
Fiture,$1B,4/14/2021,Health,Chengdu,China,Asia,2019,$391M,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",15,2.56
FLASH,$1B,3/16/2022,Fintech,Austin,United States,North America,2011,$314M,"L Catterton, Trellis Partners, Vista Equity Partners",#N/A,3.18
Flash Express,$1B,2/1/2021,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,$350M,"SCB 10X, Krungsri Finnovate, eWTP Capital",10,2.86
